Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,sum_SRR8175837_1,sum_SRR8175836_1,sum_SRR8175839_1,sum_SRR8175838_1,sum_SRR8175841_1,sum_SRR8175840_1,sum_SRR8175843_1,sum_SRR8175842_1,sum_SRR8175845_1,sum_SRR8175844_1,sum_SRR8175881_1,sum_SRR8175880_1,sum_SRR8175879_1,sum_SRR8175878_1,sum_SRR8175885_1,sum_SRR8175884_1,sum_SRR8175883_1,sum_SRR8175882_1,sum_SRR8175873_1,sum_SRR8175872_1,sum_SRR8175848_1,sum_SRR8175849_1,sum_SRR8175846_1,sum_SRR8175847_1,sum_SRR8175852_1,sum_SRR8175853_1,sum_SRR8175850_1,sum_SRR8175851_1,sum_SRR8175854_1,sum_SRR8175855_1,sum_SRR8175871_1,sum_SRR8175870_1,sum_SRR8175897_1,sum_SRR8175896_1,sum_SRR8175875_1,sum_SRR8175874_1,sum_SRR8175877_1,sum_SRR8175876_1,sum_SRR8175886_1,sum_SRR8175868_1,sum_SRR8175858_1,sum_SRR8175859_1,sum_SRR8175860_1,sum_SRR8175861_1,sum_SRR8175862_1,sum_SRR8175863_1,sum_SRR8175864_1,sum_SRR8175865_1,sum_SRR8175866_1,sum_SRR8175867_1,sum_SRR8175893_1,sum_SRR8175892_1,sum_SRR8175891_1,sum_SRR8175890_1,sum_SRR8175889_1,sum_SRR8175888_1,sum_SRR8175887_1,sum_SRR8175869_1,sum_SRR8175895_1,sum_SRR8175894_1,sum_SRR8175856_1,sum_SRR8175857_1,sum_F1_MV385A_S6_L001_R1_001,sum_C2_MV386C_s_S11_L001_R1_001,sum_H2_MV387C_s_S16_L001_R1_001,sum_B4_MV388C_s_S26_L001_R1_001,sum_G4_MV389C_s_S31_L001_R1_001,sum_D5_MV390C_s_S36_L001_R1_001,sum_A6_MV391C_s_S41_L001_R1_001,sum_F6_MV392C_s_S46_L001_R1_001,sum_B7_MV393C_s_S50_L001_R1_001,sum_F7_MV394B_s_S54_L001_R1_001,sum_G1_MV395C_s_S7_L001_R1_001,sum_F3_MV396B_S22_L001_R1_001,sum_H4_MV397B_S32_L001_R1_001,sum_E5_MV398C_s_S37_L001_R1_001,sum_B6_MV399C_s_S42_L001_R1_001,sum_G6_MV400C_s_S47_L001_R1_001,sum_C7_MV401A_S51_L001_R1_001,sum_G7_MV402A_S55_L001_R1_001,sum_C1_MV403A_S3_L001_R1_001,sum_H1_MV404A_S8_L001_R1_001,sum_E2_MV405A_S13_L001_R1_001,sum_B3_MV406A_S18_L001_R1_001,sum_G3_MV407A_S23_L001_R1_001,sum_D4_MV408A_S28_L001_R1_001,sum_A5_MV410A_S33_L001_R1_001,sum_F5_MV411A_S38_L001_R1_001,sum_C6_MV412A_S43_L001_R1_001,sum_H6_MV413A_S48_L001_R1_001,sum_D7_MV414A_S52_L001_R1_001,sum_H7_MV415A_S56_L001_R1_001,sum_D1_MV416A_S4_L001_R1_001,sum_A2_MV417A_S9_L001_R1_001,sum_TH01_S1_L001_R1_001,sum_TH02_S2_L001_R1_001,sum_TH03_S3_L001_R1_001,sum_TH04_S4_L001_R1_001,sum_TH05_S5_L001_R1_001,sum_TH06_S6_L001_R1_001,sum_TH07_S7_L001_R1_001,sum_TH09_S9_L001_R1_001,sum_TH10_S10_L001_R1_001,sum_TH11_S11_L001_R1_001,sum_TH12_S12_L001_R1_001,sum_TH13_S13_L001_R1_001,sum_TH14_S14_L001_R1_001,sum_TH15_S15_L001_R1_001,sum_TH16_S16_L001_R1_001,sum_F2_MV435A_S14_L001_R1_001,sum_C3_MV436A_S19_L001_R1_001,sum_H3_MV438A_S24_L001_R1_001,sum_E4_MV439A_S29_L001_R1_001,sum_B5_MV440A_S34_L001_R1_001,sum_G5_MV441A_S39_L001_R1_001,sum_A7_MV442A_S49_L001_R1_001,sum_E7_MV443A_S53_L001_R1_001,sum_E1_MV444A_S5_L001_R1_001,sum_B2_MV445A_S10_L001_R1_001,sum_G2_MV447A_S15_L001_R1_001,sum_A4_MV448A_S25_L001_R1_001,sum_F4_MV449A_S30_L001_R1_001,sum_C5_MV450A_S35_L001_R1_001,sum_H5_MV451A_S40_L001_R1_001,sum_E6_MV452A_S45_L001_R1_001,sum_small_phytoplankton,sum_is_chlorophyta
Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_sp.,86,21,21,0,28,13,51,0,0,72,11,30,0,20,66,41,0,11,10,0,53,0,71,0,0,52,54,0,11,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,17,35,0,0,0,5,0,0,205,0,0,0,0,8,0,0,9,64,13,0,0,0,0,0,0,0,0,0,0,325,0,40,5,0,112,0,0,0,16,0,30,8,137,44,6,0,0,12,34,33,56,0,79,0,180,0,0,0,0,0,0,204,0,0,0,0,0,91,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_cordata,0,0,22,36,85,25,0,0,0,0,98,36,0,25,30,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,12,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,42,0,13,0,0,0,0,0,0,0,17,20,34,140,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,207,0,15,0,34,0,31,0,0,0,0,25,0,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_X,Prymnesiophyceae_XX,Prymnesiophyceae_XXX,Prymnesiophyceae_XXX_sp.,0,11,131,21,74,0,0,0,0,65,102,96,0,0,27,0,0,0,0,0,0,110,0,25,17,44,69,0,0,0,0,0,0,26,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,156,0,0,0,0,0,0,0,0,0,9,0,0,285,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,4,0,0,3,0,0,0,0,0,629,0,10,0,0,0,69,11,61,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_Clade_E,Prymnesiophyceae_Clade_E_X,Prymnesiophyceae_Clade_E_XX,Prymnesiophyceae_Clade_E_XX_sp.,559,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,131,13,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,142,39,77,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,69,0,0,0,0,0,0,0,0,0,0,586,77,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,57,57,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0
Eukaryota,Archaeplastida,Prasinodermophyta,Prasinodermophyceae,Prasinodermales,Prasinodermaceae,Prasinodermaceae_X,Prasinodermaceae_X_sp.,3,0,15,0,6,0,0,0,0,44,68,12,0,0,0,0,0,0,0,0,0,275,11,9,0,29,22,0,0,0,0,6,8,9,0,0,0,0,0,0,0,4,7,0,18,15,6,0,18,9,13,0,0,0,0,6,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,213,44,3,0,0,0,0,0,0,18,0,152,0,0,0,0,32,0,0,0,0,0,23,0,0,0,0,0,0,2,0,113,63,43,11,17,16,0,51,0,0,0,305,7,45,0,0,0,31,0,0,417,0,1,0
Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis_cryptochromatica,63,16,0,9,0,0,11,10,0,7,0,0,0,85,187,26,0,69,26,0,0,72,0,0,0,0,0,0,0,0,0,21,0,121,20,48,104,40,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,16,13,0,0,0,0,0,0,228,13,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,55,8,170,94,0,55,63,0,0,0,0,0,0,0,97,30,47,19,36,0,3,22,9,0,6,0,36,0,0,0,0,0,176,0,0,0,0,0,0,8,0,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_polylepis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,620,0,40,0,109,0,14,0,0,0,73,0,0,20,0,0,0,19,0,4,22,0,0,0,21,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,15,0,0,0,0,7,161,8,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Ostreococcus,Ostreococcus_mediterraneus,17,225,0,0,0,23,0,0,3,25,0,0,0,0,0,0,0,0,43,0,9,6,71,0,0,6,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,19,0,0,0,135,0,0,0,0,0,0,311,29,0,0,0,0,0,0,0,0,0,563,0,0,0,10,6,0,0,0,29,0,0,0,4,0,122,16,0,12,12,204,13,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,70,96,0,1,1
Eukaryota,Stramenopiles,Stramenopiles_X,Stramenopiles_XX,Stramenopiles_XXX,Stramenopiles_XXXX,Stramenopiles_XXXXX,Stramenopiles_XXXXX_sp.,85,94,35,54,52,0,5,0,30,50,52,13,0,0,11,8,0,69,402,8,71,58,36,0,13,46,27,0,0,0,0,0,0,4,7,0,40,29,6,8,23,0,0,0,0,0,0,0,7,0,0,0,0,5,64,0,32,20,0,5,14,4,0,0,6,3,0,0,0,11,0,0,2,0,148,15,0,4,0,0,0,0,0,0,0,0,0,49,3,0,71,3,13,0,9,8,18,6,14,16,6,27,24,31,10,22,30,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Chloroidium,Chloroidium_saccharophila,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15,0,0,0,608,0,83,0,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26,0,0,0,0,0,48,130,0,0,0,0,0,0,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Chlorellidium,Chlorellidium_tetrabotrys,0,0,0,124,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,189,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,67,200,161,92,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciellales_X,Florenciellales_X_sp.,0,0,52,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,93,93,27,5,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,87,0,0,0,0,247,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,8,0,0,0,0,0,357,46,140,3,0,0,0,0,0,0,0,28,0,461,0,0,0,0,0,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastigaceae-AB,Crustomastigaceae-AB_sp.,12,136,0,0,10,0,0,0,24,16,0,0,0,0,0,0,0,71,66,0,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,0,0,0,0,2,0,0,0,0,0,0,0,0,22,8,16,12,0,0,10,0,0,0,0,0,0,0,10,0,0,0,112,279,5,0,0,0,0,0,0,0,0,0,0,32,0,56,261,0,0,0,0,294,5,0,0,0,0,0,0,12,14,48,0,14,6,0,0,0,0,0,0,0,0,8,0,4,0,0,0,7,0,0,0,1,1
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastix,Dolichomastix_tenuilepis,0,9,4,0,0,0,0,0,8,0,14,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,5,0,0,0,139,36,0,0,28,0,6,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,8,1127,0,0,0,0,221,0,0,0,0,1,1
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiophyceae_Clade_B5,Prymnesiophyceae_Clade_B5_X,Prymnesiophyceae_Clade_B5_X_sp.,0,529,0,0,0,0,0,0,0,0,37,56,0,0,0,0,0,0,0,0,0,43,15,0,0,26,20,0,0,0,0,0,0,0,0,0,0,0,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,5,0,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochatonella,Pseudochatonella_sp.,11,0,0,0,39,0,0,0,0,0,0,0,0,0,0,5,0,66,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,14,12,789,311,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiophyceae_Clade_B4,Prymnesiophyceae_Clade_B4_X,Prymnesiophyceae_Clade_B4_X_sp.,0,28,35,17,59,0,0,0,0,4,64,26,0,14,0,0,0,0,0,0,8,24,0,59,41,49,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,25,0,0,2,159,0,10,0,0,0,0,0,0,0,30,0,0,36,64,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,388,0,139,0,0,0,90,15,141,0,0,1,0
Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas_sp.,51,57,0,2,0,0,5,15,0,0,0,0,0,0,0,7,10,134,52,3,9,5,0,0,0,0,0,0,0,0,0,10,0,6,4,0,10,16,15,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,34,7,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,9,0,0,0,0,12,17,0,16,16,0,14,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,15,0,1,0
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Parmales_env_2,Parmales_env_2_X,Parmales_env_2_X_sp.,71,18,0,9,0,0,14,4,63,0,0,0,0,0,17,30,5,187,91,0,8,4,0,0,0,3,3,0,0,0,0,0,0,0,0,13,12,10,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,49,0,10,6,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,18,0,0,6,25,0,77,42,455,67,0,0,6,10,0,0,0,73,0,32,8,8,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,25,8,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas_obovata,52,185,12,0,0,0,0,0,0,9,0,0,0,15,0,0,4,0,0,0,40,224,17,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,6,4,0,5,0,0,0,9,0,26,0,86,46,33,37,6,7,0,0,38,208,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_leadbeateri,0,186,0,0,3,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,26,91,35,48,119,66,0,0,0,0,0,0,0,0,0,0,16,29,40,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,11,0,0,0,0,0,0,0,0,0,0,0,181,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,174,62,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_rotalis,0,0,0,0,230,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,158,76,68,0,56,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,229,33,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,16,17,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadophyceae,Pseudoscourfieldiales,Pycnococcaceae,Pseudoscourfieldia,Pseudoscourfieldia_marina,0,2,35,0,0,0,0,2,0,10,52,3,3,0,0,0,0,0,0,0,0,15,8,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,13,0,25,0,0,10,0,7,0,0,0,0,18,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,324,0,0,0,0,0,79,19,0,14,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,397,46,34,23,0,0,0,0,0,0,0,2,78,0,0,0,0,0,21,11,115,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Raphidophyceae_XXX,Raphidophyceae_XXX_sp.,18,3,0,0,7,7,4,0,0,0,5,0,0,0,51,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,76,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,2,0,0,36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,3,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,188,798,1,0
Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pseudopedinella,Pseudopedinella_elastica,42,0,15,0,0,0,13,4,0,23,10,0,0,0,6,10,9,81,22,0,118,33,6,3,6,0,0,0,0,0,0,8,0,30,4,6,25,29,7,0,18,0,0,6,0,0,0,0,11,10,0,0,9,2,30,0,5,3,7,3,0,0,0,0,0,9,0,0,6,0,0,0,60,0,15,0,0,0,0,0,0,0,93,0,0,19,0,13,0,0,0,69,6,0,3,3,21,80,35,46,4,13,16,16,11,0,0,0,12,0,113,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellales_X,Picochlorum,Picochlorum_oculatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,0,0,0,0,5,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,86,0,0,42,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Sarcinochrysidales,Sarcinochrysidaceae,Ankylochrysis,Ankylochrysis_sp2.,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,90,33,146,569,129,0,0,0,4,0,0,0,23,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix_didyma,13,12,0,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,31,35,23,44,41,0,0,0,24,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,6,25,0,0,11,0,0,0,0,0,0,0,0,72,0,0,0,25,129,0,0,0,0,0,0,0,0,0,0,17,0,25,22,0,0,0,0,27,0,7,0,0,0,0,0,8,0,73,39,14,29,0,0,0,83,0,0,0,73,0,119,4,0,0,0,0,85,0,0,1,1
Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas_abbreviata,53,5,14,47,32,83,39,36,5,4,30,6,0,26,23,38,4,23,18,0,0,12,18,0,0,15,8,0,0,0,0,0,0,0,0,34,11,3,13,7,0,13,0,0,0,0,0,0,0,2,0,0,8,0,18,0,0,3,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45,95,80,115,43,3,2,28,0,0,10,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0
Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_sp.,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,84,0,0,18,153,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,2,48,0,0,0,0,0,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix_stigmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,24,154,0,0,0,0,0,0,0,0,0,100,0,0,29,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,143,7,0,0,0,0,0,15,0,0,0,46,205,0,46,0,0,0,0,0,0,0,1,1
Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Apatococcus,Apatococcus_lobatus,4,0,0,0,0,2,15,0,0,0,0,0,0,0,0,5,0,6,5,0,0,0,0,0,0,0,0,5,0,0,23,0,6,9,0,0,0,0,0,0,0,0,10,2,9,10,0,0,0,0,0,0,6,179,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,72,0,135,0,0,0,36,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,76,0,0,0,125,0,59,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Triparmaceae,Triparma,Triparma_pacifica,16,108,0,0,0,3,0,0,0,95,0,0,0,0,4,5,0,0,0,0,22,274,39,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,5,0,6,0,4,0,0,0,0,0,0,0,0,0,0,2,4,36,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,9,0,0,0,0,3,8,43,22,14,0,0,7,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-A,Dolichomastigaceae-A_sp.,0,26,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,0,0,7,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,18,65,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,5,8,0,0,0,2,0,4,0,0,0,0,0,109,0,351,0,0,0,0,0,0,0,0,1,1
Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Parmales_env_3,Parmales_env_3B,Parmales_env_3B_sp.,0,82,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,225,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,9,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,9,0,0,0,0,0,0,0,0,0,0,15,78,12,45,0,0,0,0,18,0,0,0,8,0,0,0,18,5,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,163,0,1,0
